"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Albacora laje",0.78,169.74,"F",16,5,2020,-8.87192381545901,149.29201788269
"Albacora laje",5.94,117.7,"F",15,4,2019,-65.1296321908012,118.781217942014
"Meca",7.05,177.95,"M",4,6,2023,-60.6678889319301,-43.5143313836306
"Albacora laje",2.68,123.41,"M",2,6,2020,-50.9651069110259,-47.0229372940958
"Outros",0.64,135.67,"M",19,6,2022,0.225374372676015,-105.394580466673
"Meca",2.73,176.04,"M",1,3,2021,-54.4551652204245,-92.2674336377531
"Albacora bandolim",4.85,131.79,"M",26,7,2019,-56.4721656544134,-123.873295783997
"Meca",7.54,171.54,"F",25,3,2022,-84.9896711530164,6.99267572723329
"Albacora laje",3.27,133.04,"M",4,12,2020,-46.6004413040355,5.49114687368274
"Meca",3.95,131.95,"M",27,12,2022,-18.7805515481159,102.068757293746
"Meca",2.55,174.86,"F",21,8,2023,-47.1352124260738,-135.639026910067
"Tubarao Azul",3.94,179.89,"F",7,3,2021,-3.56370711699128,-178.098917556927
"Albacora bandolim",1.5,167.68,"M",28,6,2020,-64.2400152096525,-110.553236519918
"Albacora branca",5.23,157.62,"M",10,6,2019,-38.8463688315824,-167.194003611803
"Albacora laje",1.29,116.4,"F",27,7,2019,-5.24208955932409,172.854097215459
"Meca",7.33,118.22,"F",28,2,2021,-8.47981247585267,-130.999822374433
"Albacora laje",3.02,157.2,"M",20,12,2021,75.4241040302441,-178.353500934318
"Meca",3.19,168.57,"F",22,6,2023,-89.4796469248831,-113.59653364867
"Meca",3.44,131.19,"F",25,11,2020,85.2600684156641,-17.0478142239153
"Outros",7.05,128.95,"F",22,9,2021,-49.5657757949084,50.7872803509235
"Tubarao Azul",2.04,134.21,"M",26,6,2020,74.7948721703142,-12.4746672995389
"Meca",6.39,169.79,"M",26,8,2018,-89.0213129343465,-175.866999551654
"Tubarao Azul",1.73,166.76,"F",8,9,2020,-32.904521827586,-101.014860710129
"Albacora laje",6.29,172.45,"M",23,8,2018,-42.2233262239024,12.0799785666168
"Albacora branca",6.41,154.45,"M",3,12,2018,-68.7895816611126,-112.019969327375
"Tubarao Azul",0.18,158.86,"M",13,3,2021,-1.00158554501832,-5.57107410393655
"Albacora branca",5.03,145.31,"M",7,8,2021,3.00590889528394,-19.892421271652
"Albacora bandolim",7.4,188.35,"F",8,4,2021,-8.22711179964244,-18.1209387257695
"Meca",0.26,116.32,"F",4,1,2021,-53.9090683870018,-117.829173216596
"Albacora laje",0.67,179.93,"M",15,4,2023,89.2921769013628,3.64139663055539
"Meca",6.23,119.13,"F",19,12,2023,63.5206835903227,-24.8247104510665
"Albacora branca",5.27,178.16,"F",3,12,2018,-1.03644659277052,61.1511473078281
"Albacora laje",6.74,167.15,"F",23,8,2023,66.8174788076431,-22.2140976414084
"Albacora branca",5.67,119.94,"M",24,6,2021,-68.9125373074785,169.448757693172
"Tubarao Azul",0.99,179.17,"M",2,9,2020,1.34732744190842,-130.790719538927
"Albacora laje",1.6,144.25,"M",23,6,2022,-79.8608539206907,-76.4367594290525
"Albacora bandolim",1.46,183.33,"F",26,12,2023,-48.9536831248552,-25.7501039933413
"Outros",0.63,137.23,"F",26,6,2023,-68.0715447524562,156.395156867802
"Albacora bandolim",5.66,186.54,"F",14,1,2022,-12.147946539335,-94.2031850572675
"Outros",2.24,161.03,"M",3,10,2023,-7.12867118418217,48.9060731604695
"Meca",3.84,155.81,"F",7,6,2019,-20.3757864329964,-22.4071395769715
"Albacora branca",4.84,139.79,"M",25,10,2020,-68.0257222708315,36.9377062562853
"Meca",1.05,149.03,"F",26,2,2018,-74.1184871597216,-165.260353200138
"Meca",3.41,184.88,"M",8,12,2020,-89.6161991497502,-145.758274560794
"Albacora bandolim",0.87,173.7,"M",16,6,2022,-45.8267436129972,85.4525220673531
"Albacora bandolim",7.51,176.88,"F",16,1,2022,-16.2297697691247,-122.138402592391
"Albacora branca",0.63,179.65,"M",12,9,2023,80.3952540177852,2.181725660339
"Outros",1.47,135.41,"M",19,6,2019,88.9672727091238,-65.7558955159038
"Outros",2.58,173.1,"M",3,2,2022,-14.6908404864371,-110.753504997119
"Albacora bandolim",3.17,122.61,"M",24,6,2018,11.1582766659558,170.818443316966
"Albacora laje",6,167.53,"F",1,2,2021,-39.4286593515426,-16.3743824511766
"Albacora laje",4.21,129.08,"M",6,10,2019,75.796164390631,136.861908696592
"Tubarao Azul",5.83,180.32,"F",2,2,2021,-58.0438453378156,32.9952075239271
"Tubarao Azul",2.13,151.92,"F",4,7,2019,79.7090987674892,-156.122962692752
"Albacora branca",1.04,165.72,"M",15,12,2022,-85.9947866108268,-57.3582808021456
"Albacora branca",4.6,147.55,"F",22,12,2019,-62.7704691002145,-52.5994650833309
"Albacora bandolim",3.99,155.28,"F",7,4,2021,-51.7647794913501,-118.338097902015
"Meca",2.37,139.09,"F",22,9,2019,53.575443495065,-18.1180361565202
"Albacora laje",0.46,164.38,"F",21,11,2022,45.0931606208906,-167.423532055691
"Tubarao Azul",1.59,128.65,"M",8,12,2019,-8.68508121930063,165.242454148829
"Outros",3.69,123.83,"M",14,2,2022,-13.0050107650459,83.6460046749562
"Tubarao Azul",6.72,125.13,"M",3,5,2023,-30.7014100765809,-110.840604286641
"Albacora branca",2.68,152.41,"F",8,1,2019,-29.7865845635533,153.722494002432
"Albacora bandolim",3.1,121.98,"M",8,9,2023,-64.3883156357333,9.90904862992465
"Albacora laje",3.6,151.06,"M",9,4,2019,-73.1628353660926,171.629948671907
"Outros",7.79,181.67,"F",28,1,2023,-56.2840892840177,31.8331915140152
"Albacora laje",4.5,177.3,"M",15,5,2020,-27.6813386566937,175.097293658182
"Albacora laje",2.02,119.21,"M",5,2,2023,69.8476878460497,-67.1607583109289
"Albacora branca",5.62,135.64,"F",13,2,2019,75.8815459767357,87.1512908488512
"Meca",3.66,144.92,"M",21,12,2022,-71.8964085448533,-127.362347720191
"Albacora branca",0.56,151.85,"F",16,5,2020,-22.88570957724,-137.701270217076
"Meca",7.61,127.57,"M",11,6,2019,-7.42387242615223,161.143976328894
"Outros",1.55,133.16,"F",16,10,2022,58.7845412967727,18.8145524449646
"Albacora branca",4.4,127.47,"F",28,1,2022,-50.1156853465363,-62.2305209375918
"Albacora laje",6.87,119.36,"M",15,11,2023,-47.2873204154894,-17.7380338590592
"Tubarao Azul",7.97,186.27,"M",26,9,2020,89.1906501771882,4.68551899306476
"Albacora branca",4.1,171.52,"M",27,7,2020,-58.2317983685061,-44.6919783018529
"Albacora branca",7.26,152.84,"M",27,8,2023,-11.8593665398657,179.072883808985
"Albacora bandolim",3.72,140.23,"M",12,3,2023,-19.0506098046899,-111.310720508918
"Tubarao Azul",7.38,125.39,"F",26,2,2020,-50.3583924472332,-91.3631686940789
"Albacora branca",5,133.81,"F",5,9,2021,-20.8295659488067,149.911211617291
"Albacora laje",1.53,151.78,"M",6,5,2018,-84.6830341033638,131.871119951829
"Albacora laje",0.75,147.55,"M",21,2,2018,-2.19684816431254,-167.415171861649
"Outros",7.58,174.8,"F",13,9,2018,-63.2247043401003,169.600957464427
"Outros",7.54,186.67,"M",22,10,2023,-73.1165991537273,170.443832511082
"Meca",5.95,155.82,"F",1,2,2022,-40.5692875524983,-37.1427374985069
"Albacora branca",3.41,172.02,"M",11,5,2021,42.3258793540299,171.098673306406
"Albacora bandolim",3.06,117.9,"F",1,11,2019,-38.2490459969267,-76.9885512627661
"Tubarao Azul",6.06,167.88,"F",2,7,2019,87.7994162309915,65.8706575166434
"Meca",2.35,164.98,"M",11,10,2019,-60.8237774949521,138.106836732477
"Outros",0.34,176.8,"M",5,10,2022,-28.4401873452589,-166.868818961084
"Meca",0.73,174.94,"F",2,12,2021,-31.7657524812967,-137.030748724937
"Albacora branca",7.15,116.82,"M",1,5,2019,-36.2051248177886,71.772651001811
"Outros",6.27,176.54,"M",15,8,2018,-10.5858474131674,89.5950404182076
"Albacora laje",3.48,129.73,"F",20,3,2019,51.4961210545152,-19.7145233396441
"Albacora bandolim",0.42,146.91,"M",7,11,2018,-43.6861499631777,-143.102593012154
"Meca",7.78,157.36,"M",18,10,2020,88.0554913775995,155.15411443077
"Albacora laje",1.84,153.59,"F",23,6,2020,-55.3478435240686,179.63839086704
"Albacora bandolim",2.55,137.24,"F",6,6,2021,-61.5237141866237,12.0917474292219
"Outros",4.33,165.32,"F",21,6,2021,-61.9155033258721,41.4764344040304
"Outros",2.35,119.96,"M",18,6,2020,47.6002353429794,-45.0734569039196
"Albacora bandolim",5.27,160.31,"F",23,11,2018,-15.7974901702255,-18.5913110151887
"Albacora laje",1.4,137.21,"M",24,3,2019,-87.6881820475683,-32.7472865860909
"Albacora bandolim",3.75,122.88,"M",16,5,2022,-18.7281954986975,-6.99665126390755
"Albacora bandolim",3.85,126.6,"M",17,11,2019,-14.9773306259885,-92.8043744154274
"Albacora bandolim",2.38,157.56,"M",18,11,2022,74.0989450458437,-67.3412198480219
"Outros",2.87,185.82,"F",23,6,2023,-8.97200554143637,-111.458218786865
"Meca",5.07,130.06,"F",25,12,2019,-51.5023390436545,79.4774636160582
"Meca",3.27,187.59,"F",15,12,2022,1.07450043316931,54.2518053296953
"Albacora laje",4.41,136.97,"M",17,2,2019,-73.4341204399243,167.97766755335
"Tubarao Azul",3.68,181.18,"M",19,8,2021,60.2359675336629,-47.4675874505192
"Tubarao Azul",7.86,187.26,"F",11,9,2018,83.2553980965167,10.4084891080856
"Albacora laje",7.81,154.4,"M",26,12,2023,71.2972019612789,-120.870102290064
"Albacora branca",7.87,155.84,"F",20,4,2020,-61.8488954845816,176.6141004581
"Albacora laje",3.41,129.45,"F",7,6,2018,-14.0985082369298,106.569288605824
"Albacora laje",3.51,182.6,"F",5,5,2019,73.6592895397916,-170.989047149196
"Meca",1.19,146.53,"M",7,9,2020,74.3043181439862,35.2443062514067
"Albacora laje",6.25,158.26,"F",18,9,2023,-81.4375245245174,-59.5664909295738
"Albacora bandolim",6.3,153.15,"M",11,3,2021,-42.5240512657911,161.316392915323
"Tubarao Azul",6.48,186.3,"M",1,1,2020,-32.0270531577989,-8.78032017499208
"Albacora laje",7.86,150.03,"M",25,7,2021,-46.5205333940685,135.718567566946
"Meca",7.92,172.17,"F",26,4,2022,-56.199873033911,-140.714007848874
"Albacora bandolim",6.28,137.46,"M",6,2,2019,-33.788535380736,-116.709160851315
"Albacora bandolim",4.31,151.85,"M",11,12,2022,-87.1856688475236,-27.7825399953872
"Albacora laje",3.34,172.84,"M",22,6,2023,-61.0845837648958,57.2764417435974
"Albacora bandolim",7.52,121.13,"M",7,7,2022,86.5137917920947,177.20095295459
"Albacora laje",1.7,144.38,"F",10,2,2021,-49.7991672484204,-52.7450145687908
"Albacora laje",5.79,162.69,"M",9,1,2021,-63.3285863371566,-59.0744117740542
"Albacora branca",0.51,156.29,"F",4,5,2020,-8.86035033501685,96.9210450723767
"Albacora laje",2.43,180.46,"F",14,7,2021,-39.1187339555472,-19.6044281311333
"Meca",7.26,153.56,"M",20,6,2021,-47.2236977890134,-128.006859831512
"Meca",4.85,151.57,"F",22,2,2021,42.1147271012887,170.053070196882
"Meca",7.9,118.28,"M",10,1,2018,-58.418691214174,46.1657939013094
"Albacora branca",2.54,160.11,"F",21,4,2020,-36.6072845924646,-40.761558227241
"Tubarao Azul",4.98,144.16,"F",28,12,2018,-81.7775398632511,-59.5395515765995
"Tubarao Azul",5.9,185.97,"F",13,9,2019,48.2789091579616,-6.74209244549274
"Albacora laje",1.27,135.76,"M",20,5,2023,88.8807465741411,33.225753614679
"Albacora branca",1.6,180.23,"M",9,9,2021,-25.0801473576576,109.943828238174
"Tubarao Azul",1.94,152.81,"F",14,4,2019,-47.1932671638206,-5.31025014817715
"Albacora bandolim",6.31,121.38,"F",24,1,2018,73.0431019328535,57.331713270396
"Albacora branca",2.67,135.75,"F",27,6,2018,-21.188085176982,40.4202674981207
"Albacora branca",4.69,169.22,"M",4,9,2019,71.5517558343709,-179.010756891221
"Outros",4.51,151.72,"F",1,1,2022,89.8368469253182,75.6412350106984
"Albacora laje",3.61,141.18,"M",7,10,2020,-55.4126805625856,65.295366095379
"Albacora laje",5.64,116.11,"M",28,9,2023,64.3975498108193,-78.2521708589047
"Albacora laje",4.45,154.06,"M",2,9,2022,-20.640369169414,3.90643810853362
"Outros",4.55,170.54,"M",16,11,2023,-85.7360936701298,162.737582400441
"Albacora bandolim",5.51,167.75,"M",3,5,2023,-46.6300235129893,160.609478792176
"Albacora laje",2.82,164.87,"M",6,1,2023,-48.6222152737901,46.5471819788218
"Albacora bandolim",2.39,189.17,"M",27,9,2020,-15.1886581862345,-23.8014234881848
"Outros",4.85,118.05,"M",19,1,2022,-65.3039042791352,127.329739602283
"Albacora branca",7.46,184.66,"F",11,12,2022,-54.9038056656718,17.5038755033165
"Albacora branca",7.25,141.02,"F",19,10,2018,1.42177299130708,-5.25364271365106
"Outros",3.89,163.8,"F",14,2,2022,1.36950763408095,-118.674481865019
"Meca",6.28,144.7,"M",23,12,2018,6.16491019260138,3.89605863019824
"Outros",3.06,177.33,"F",9,12,2021,76.833538399078,8.8418856728822
"Albacora bandolim",5.04,145.59,"M",25,6,2020,-49.8606300260872,143.672230085358
"Outros",0.62,140.59,"F",20,5,2020,79.7146245790645,-3.00348585471511
"Tubarao Azul",1.3,129.5,"F",27,8,2022,-10.8064705459401,167.607428580523
"Albacora laje",1.36,145.93,"M",16,10,2021,48.0176441883668,-152.844338184223
"Albacora branca",6.53,178.01,"F",19,10,2021,-53.259169771336,-130.066019436345
"Albacora branca",6.82,169.66,"F",22,6,2019,-40.0649346923456,-18.4015807695687
"Outros",2.8,118.86,"M",22,1,2023,-18.2437816774473,-173.608602862805
"Meca",7.9,172.76,"M",11,12,2023,-53.3250554697588,177.965896837413
"Albacora laje",3.65,151.09,"M",6,2,2018,-39.2040941677988,-159.167741490528
"Albacora bandolim",1.44,169.91,"M",13,5,2021,81.1259387573227,169.780452568084
"Outros",2.58,135.72,"M",20,11,2023,-12.183375377208,149.752569179982
"Albacora laje",5.61,187.2,"F",2,8,2021,-24.744012337178,-107.237907992676
"Meca",0.73,140.15,"F",10,3,2021,49.613022278063,158.175731934607
"Tubarao Azul",7.95,145.86,"F",24,3,2023,78.3527606120333,-143.415120067075
"Outros",4.84,150.09,"M",15,5,2023,55.4266179492697,-0.801890809088945
"Outros",3.84,116.07,"M",18,2,2020,61.7357796896249,-86.0397593770176
"Tubarao Azul",0.7,144.63,"M",16,1,2022,-70.3285992052406,3.45478336326778
"Albacora bandolim",4.96,180.99,"F",22,11,2018,-79.2696919525042,175.630702134222
"Meca",6.08,140.97,"F",8,2,2022,52.2332835383713,-18.598344521597
"Albacora laje",5.46,161.72,"M",5,3,2020,86.0820848448202,94.6899339091033
"Albacora bandolim",7.38,127.74,"F",27,3,2023,66.5182054275647,-0.446081282570958
"Meca",2.67,140.86,"F",2,5,2023,43.0372443096712,38.7857969664037
"Albacora bandolim",4.94,183.37,"F",2,5,2019,0.0418462324887514,-27.9933254141361
"Tubarao Azul",0.97,181.46,"F",14,10,2021,-10.0980858597904,-30.2037407364696
"Meca",1.23,184.65,"F",24,5,2020,60.3820242919028,-175.063264807686
"Albacora branca",6.36,189.62,"M",4,3,2022,0.00351629219949245,-34.0035123378038
"Albacora branca",4.69,174.27,"M",21,1,2021,-18.1068181525916,160.214162338525
"Albacora bandolim",7.04,115.76,"M",28,12,2023,-43.1655816407874,-56.1496525257826
"Outros",2.29,136.71,"M",20,5,2023,-84.9891197914258,-70.5109231173992
"Albacora laje",6.77,115.75,"M",26,9,2021,-59.7074839286506,29.8135097511113
"Meca",3.89,165.77,"F",4,8,2022,1.76126521546394,50.6800844427198
"Albacora branca",1.28,171.37,"M",24,12,2023,-41.9257578486577,-161.253829468042
"Albacora bandolim",0.61,164.54,"F",10,6,2020,46.4811388263479,-20.714506180957
"Outros",7.71,160.45,"M",8,4,2019,-12.8182712662965,137.216878440231
"Albacora bandolim",3.41,184.63,"M",23,12,2022,-18.9940537931398,176.770046018064
"Albacora branca",0.35,175.63,"M",8,6,2022,-53.3584878221154,-94.9245754815638
"Meca",7.71,150.19,"F",2,10,2021,88.8585702795535,43.5662602912635
"Albacora laje",6.43,136.34,"F",3,1,2020,10.708207692951,109.427500572056
"Albacora branca",6.77,178.63,"F",18,5,2018,-19.3648986518383,37.6021762657911
"Albacora branca",5.89,189.2,"M",12,9,2019,-24.6036414848641,-168.899107519537
"Albacora branca",2.76,178.63,"M",27,12,2023,-28.7356900423765,-42.3216097801924
"Tubarao Azul",2.99,164.79,"F",28,4,2021,-10.6424525007606,-143.471043873578
"Meca",6.12,137.94,"F",16,11,2023,-7.82554718200117,-113.655114686117
"Albacora laje",6.52,140.38,"F",11,8,2023,-4.07759422436357,-172.051859982312
"Albacora branca",7.2,184.68,"F",20,1,2023,-42.4729396775365,0.414787447080016
"Albacora branca",0.13,164.79,"F",15,2,2023,-46.7503749858588,-141.797342263162
"Albacora bandolim",4.92,133.58,"M",1,12,2019,1.81714904028922,1.6461808886379
"Outros",7.53,181.26,"F",19,7,2022,-11.7338905809447,-138.693571966141
"Albacora laje",7.2,125.5,"M",5,11,2018,-13.5881568677723,-107.72838444449
"Tubarao Azul",3.05,129.17,"M",13,1,2022,-1.52053230442107,-31.8373223673552
"Albacora bandolim",4.15,166.5,"F",22,7,2020,-88.07374950964,-178.916295859963
"Outros",1.18,182.1,"F",5,10,2021,82.578986515291,-16.5328312665224
"Albacora laje",1.91,145.7,"M",28,6,2023,-66.0429016454145,7.88630696944892
"Tubarao Azul",4.26,187.85,"F",16,8,2019,-60.1479990407825,151.958988932893
"Albacora branca",3.25,144.19,"F",2,3,2021,-71.7932245507836,-144.737499989569
"Meca",6.47,142.93,"M",14,5,2019,-46.2089065136388,46.54272406362
"Albacora branca",1.91,154.88,"F",26,10,2023,-85.7252103555948,44.7048275079578
"Meca",7.26,166.44,"F",1,5,2020,70.375431664288,-140.326429735869
"Albacora branca",4.74,174.93,"M",28,12,2019,57.2879377752542,-146.2056028191
"Meca",1.97,151.21,"M",13,9,2023,-48.2104248600081,-166.510563343763
"Outros",3.39,152.38,"F",3,2,2022,-69.7058449639007,-157.469668993726
"Outros",4.21,142.18,"M",14,5,2021,-81.2889447715133,-169.916128925979
"Albacora laje",4.38,128.95,"M",2,10,2020,-0.958081413991749,147.017903113738
"Albacora branca",6.86,140.46,"F",1,3,2022,-74.2258842336014,-129.312182078138
"Albacora bandolim",0.92,161.22,"F",8,8,2023,55.1746984245256,-30.4652805905789
"Outros",5.14,139.74,"M",2,10,2022,-25.5749290483072,-168.370955586433
"Meca",2.7,162.07,"F",13,1,2023,-1.31746913306415,-104.782886356115
"Outros",7.26,171.6,"M",20,8,2021,-11.8164046760648,50.4160870984197
"Albacora laje",5.47,167.36,"F",28,7,2023,-61.2826006952673,-20.4703404195607
"Tubarao Azul",7.43,156.03,"M",9,10,2022,-75.9554817806929,-37.6866899058223
"Tubarao Azul",2.99,129.55,"F",17,10,2021,-45.054931640625,9.56675928086042
"Tubarao Azul",7.1,177.11,"F",14,12,2019,-0.114557314664125,78.5073934402317
"Albacora laje",6.62,142.99,"F",7,3,2018,-69.0173188503832,173.873124830425
"Albacora bandolim",3.1,181.06,"F",2,7,2019,-7.59205686394125,164.234660966322
"Tubarao Azul",4.22,178.87,"F",23,4,2021,-45.5783668253571,-158.308202549815
"Albacora branca",2.84,168.2,"M",20,6,2020,-75.0894512655213,167.332305936143
"Tubarao Azul",1.49,132.95,"M",1,12,2018,89.8189163999632,150.703664068133
"Albacora bandolim",5.7,128.56,"M",5,10,2020,-4.24760063644499,166.570873400196
"Albacora bandolim",6.38,135.42,"F",2,12,2023,81.7246463242918,80.0709709245712
"Albacora bandolim",5.86,127.66,"M",10,9,2023,-79.7688235156238,-179.193939613178
"Albacora branca",4.42,160.9,"F",20,4,2020,73.5461607947946,-75.6275447644293
"Albacora laje",4.2,182.41,"F",20,9,2018,-40.1206202432513,-145.210311077535
"Albacora bandolim",1.08,188.54,"M",18,5,2021,-74.0523746889085,-159.728718465194
"Albacora bandolim",0.98,160.92,"F",27,1,2022,-51.0590939037502,92.4255572352558
"Meca",4.77,161.08,"M",10,12,2020,-64.1159329097718,111.679200707003
"Outros",0.22,185.77,"M",18,4,2019,84.8105999222025,-106.683149719611
"Outros",0.93,169.05,"M",26,11,2019,58.1206094892696,169.55682833679
"Albacora branca",4.11,166.93,"M",26,1,2019,-33.4550719242543,-96.0557335149497
"Albacora laje",1.24,133.01,"M",4,1,2018,72.502873102203,173.866878217086
"Tubarao Azul",4.14,154.51,"M",26,8,2022,-28.918973095715,-36.7507436312735
"Albacora bandolim",3.1,172.1,"F",14,2,2022,-16.9448717543855,-120.967383999377
"Albacora bandolim",3.02,131.46,"F",4,1,2018,68.0437546782196,-6.88626620918512
"Albacora branca",3.05,164.04,"F",16,9,2018,-34.2547209514305,72.3965941742063
"Meca",5.75,179.75,"M",1,1,2020,11.9509862735868,-168.08630942367
"Albacora bandolim",4.28,120.89,"M",18,12,2021,-19.3386197090149,-134.589502746239
"Outros",3.18,143.86,"F",9,1,2021,-56.3881693873554,100.56541015394
"Albacora laje",0.72,140.88,"F",23,6,2021,-86.089821215719,-93.8374226074666
"Meca",3.87,134.51,"F",10,6,2020,85.0308935623616,-68.9412156958133
"Tubarao Azul",2.7,159.36,"F",5,9,2021,-48.21214646101,-154.072474418208
"Albacora bandolim",7.51,177.61,"M",16,7,2020,-1.79234342649579,173.383580865338
"Tubarao Azul",3,169.21,"F",25,7,2020,51.7188712628558,-159.940113332123
"Albacora bandolim",2.16,132.3,"M",24,10,2023,-31.7070408118889,86.1820234917104
"Albacora laje",2.91,124.75,"M",20,9,2021,-10.1763318898156,48.2251868583262
"Albacora laje",6.92,134,"F",18,4,2019,3.17070893011987,-33.4935599472374
"Albacora laje",1.94,154.67,"M",2,8,2021,-16.8692340468988,-9.25188520923257
"Tubarao Azul",3.65,182.87,"F",28,2,2020,-66.6522564925253,-17.3796090111136
"Albacora laje",5.49,148.57,"F",6,8,2022,-37.6496075699106,99.9050248134881
"Outros",2.68,134.18,"M",14,6,2020,55.6802448257804,-48.0589059926569
"Outros",5.83,187.63,"F",16,9,2019,77.71291797515,45.9192206058651
"Albacora branca",3.79,182.58,"F",8,8,2019,-86.0548603814095,-31.5949266124517
"Tubarao Azul",6.9,159.73,"F",9,2,2023,49.8357045510784,-133.220722535625
"Meca",7.67,124.39,"M",2,2,2019,1.75391625612974,177.569377915934
"Tubarao Azul",7.87,155.34,"F",6,5,2021,-8.93293300643563,-178.985913768411
"Outros",5.6,134.1,"M",18,10,2018,-86.1594056384638,78.9094523806125
"Albacora laje",7.42,146.44,"F",9,12,2020,-73.1621629279107,-48.9610255043954
